"","score","gene_symbol","uniprot"
"191",0.0170105720110172,"RECQL4","O94761"
"192",0.0169162315913413,"CDK7","P50613"
"193",0.0169111151748915,"GMPS","P49915"
"194",0.0167939301773848,"ICAM1","P05362"
"195",0.0167827410240571,"DDB1","Q16531"
"196",0.0167754839239407,"H2AFX","P16104"
"197",0.0167477205936589,"MAPK3","P27361"
"198",0.0166730584638584,"PML","P29590"
"199",0.0162770028676874,"MDM4","O15151"
"200",0.0160596259895331,"HUWE1","Q7Z6Z7"
"201",0.0160339594921355,"TADA3","O75528"
"202",0.0159759303979683,"ING1","Q9UK53"
"203",0.0158866877012482,"SPP1","P10451"
"204",0.0157947486170784,"IGF1R","P08069"
"205",0.0156462922537089,"DLAT","P10515"
"206",0.0156255609639738,"CDKN1B","P46527"
"207",0.0151620781525179,"CDC14A","Q9UNH5"
"208",0.0151521632318124,"SMARCA4","P51532"
"209",0.0150270584544652,"EGFR","P00533"
"210",0.0148309725466034,"SSBP1","Q04837"
"211",0.0146994746647431,"ATR","Q13535"
"212",0.0145915199791288,"DUSP4","Q13115"
"213",0.0145858641438274,"CDKN1A","P38936"
"214",0.0144975906416152,"TTK","P33981"
"215",0.0143172722429766,"MSH2","P43246"
"216",0.0142820124964006,"CDKN2AIP","Q9NXV6"
"217",0.0142820124964006,"PLPPR4","Q7Z2D5"
"218",0.0142035503597483,"EPHA2","P29317"
"219",0.0141974031479562,"RAC1","P63000"
"220",0.0141819262297408,"MAP2K3","P46734"
"221",0.0141584507148914,"FLI1","Q01543"
"222",0.0141367604410177,"CCNA2","P20248"
"223",0.0140260107828295,"ARHGEF6","Q15052"
"224",0.0139599258013227,"BUB1","O43683"
"225",0.0139281470268539,"NUMB","P49757"
"226",0.013856204754641,"ECT2","Q9H8V3"
"227",0.0137240538682875,"MAP2K6","P52564"
"228",0.0136074904058924,"BARD1","Q99728"
"229",0.0135906874223497,"UBE2I","P63279"
"230",0.0134462912781469,"HRAS","P01112"
"231",0.0133701474196028,"TTC5","Q8N0Z6"
"232",0.0133091025290976,"ETS1","P14921"
"233",0.0132283024616665,"PLK1","P53350"
"234",0.0130433063813427,"MAP3K11","Q16584"
"235",0.0130027583144838,"TOPBP1","Q92547"
"236",0.0127796005483002,"SERPINE1","P05121"
"237",0.0126826815520686,"BLM","P54132"
"238",0.0125391814053034,"SOX4","Q06945"
"239",0.0125273131515145,"AIFM1","O95831"
"240",0.0123718115881135,"XRCC1","P18887"
"241",0.012135363309093,"TREX1","Q9NSU2"
"242",0.0119449408987744,"MED1","Q15648"
"243",0.0117089149041031,"DMAP1","Q9NPF5"
"244",0.0115505278517841,"TP53BP1","Q12888"
"245",0.0114839680814286,"AURKB","Q96GD4"
"246",0.0114416136486884,"USP10","Q14694"
"247",0.0114170535429135,"MAPK7","Q13164"
"248",0.011406533569428,"STK11","Q15831"
"249",0.0113578301489266,"DAPK3","O43293"
"250",0.0113035990264397,"NBN","O60934"
"251",0.0112437673074716,"UIMC1","Q96RL1"
"252",0.0111391448242057,"MET","P08581"
"253",0.0110845489483213,"MAP4K1","Q92918"
"254",0.0109343925656124,"PPP2R2B","Q00005"
"255",0.0108188803044963,"RUNX3","Q13761"
"256",0.0108010255751109,"MAP2K2","P36507"
"257",0.0106894170499573,"PTTG1","O95997"
"258",0.010638092317983,"CCND1","P24385"
"259",0.0106349570202707,"CDKN3","Q16667"
"260",0.010552659749301,"NOTCH1","P46531"
"261",0.0105039614660908,"DAXX","Q9UER7"
"262",0.010499339390803,"MAP3K1","Q13233"
"263",0.0104856168608165,"BAG1","Q99933"
"264",0.010484488601428,"CAV1","Q03135"
"265",0.0104610244260524,"PPP1CB","P62140"
"266",0.0103156949112723,"WRN","Q14191"
"267",0.0101996513363675,"SPAG5","Q96R06"
"268",0.010153785993626,"EGR1","P18146"
"269",0.010018184050971,"YY1","P25490"
"270",0.00989526307048084,"HNRNPUL1","Q9BUJ2"
"271",0.00988165406772182,"CHUK","O15111"
"272",0.00987684085668786,"CDKN2C","P42773"
